,0,1
3365,indefatigable,1
3366,marshalled,1
3367,marched,1
3368,behold,3
3369,inanition,1
3370,refectory,4
3371,low-ceiled,2
3372,gloomy,9
3373,smoked,1
3374,basins,1
3375,dismay,4
3376,odour,4
3377,universal,2
3378,manifestation,1
3379,discontent,1
3380,fumes,2
3381,repast,3
3382,met,10
3383,nostrils,5
3384,swallow,3
3385,van,2
3386,procession,1
3387,porridge,5
3388,ejaculated,2
3389,upper,7
3390,personage,5
3391,smartly,1
3392,morose,2
3393,buxom,3
3394,presided,1
3395,foreign-looking,1
3396,elderly,7
3397,teacher,12
3398,corresponding,2
3399,board,2
3400,sung,1
3401,ravenous,1
3402,faint,5
3403,devoured,4
3404,spoonful,1
3405,thinking,14
3406,taste,14
3407,hunger,5
3408,blunted,1
3409,nauseous,1
3410,mess,2
3411,rotten,2
3412,potatoes,3
3413,famine,1
3414,itself,8
3415,sickens,2
3416,spoons,2
3417,cases,1
3418,relinquished,2
3419,breakfasted,2
3420,thanks,5
3421,chanted,1
3422,evacuated,1
3423,countenances,1
3424,displeasure,2
3425,whispered—,2
3426,abominable,1
3427,shameful,2
3428,lessons,7
3429,glorious,2
3430,freely,4
3431,roundly,1
3432,sole,6
3433,consolation,1
3434,serious,4
3435,gestures,4
3436,lips,18
3437,disapprovingly,1
3438,check,6
3439,wrath,1
3440,doubtless,9
3441,circle,1
3442,cried—,1
3443,seats,4
3444,discipline,2
3445,prevailed,2
3446,throng,2
3447,comparative,4
3448,quelled,1
3449,babel,1
3450,clamour,2
3451,tongues,2
3452,punctually,1
3453,resumed,8
3454,posts,1
3455,wait,8
3456,ranged,2
3457,sides,4
3458,motionless,3
3459,assemblage,1
3460,locks,2
3461,faces,9
3462,curl,1
3463,dresses,3
3464,surrounded,6
3465,tucker,2
3466,throat,4
3467,shaped,2
3468,highlander,1
3469,purse,7
3470,serve,7
3471,work-bag,1
3472,wearing,1
3473,woollen,2
3474,stockings,4
3475,country-made,1
3476,shoes,6
3477,fastened,12
3478,brass,3
3479,buckles,1
3480,clad,2
3481,costume,3
3482,full-grown,1
3483,suited,4
3484,oddity,1
3485,examining,3
3486,teachers—none,1
3487,precisely,7
3488,foreigner,2
3489,grotesque,1
3490,purple,10
3491,weather-beaten,1
3492,over-worked—when,1
3493,wandered,5
3494,simultaneously,1
3495,wits,5
3496,point,24
3497,direction,7
3498,encountered,2
3499,silently,3
3500,gravely,2
3501,approaching,7
3502,aloud—,1
3503,monitor,4
3504,globes,3
3505,consulted,2
3506,considerable,7
3507,organ,3
3508,veneration,2
3509,retain,1
3510,admiring,2
3511,awe,2
3512,traced,7
3513,fair,15
3514,shapely,1
3515,benignant,1
3516,irids,3
3517,pencilling,1
3518,lashes,1
3519,whiteness,1
3520,temples,6
3521,smooth,9
3522,bands,1
3523,ringlets,4
3524,vogue,1
3525,mode,1
3526,spanish,4
3527,trimming,2
3528,velvet,6
3529,gold,10
3530,shone,14
3531,girdle,1
3532,reader,12
3533,add,3
3534,stately,9
3535,exterior,2
3536,temple—maria,1
3537,written,7
3538,prayer-book,2
3539,intrusted,3
3540,commenced,7
3541,giving,5
3542,lesson,6
3543,geography,1
3544,lower,11
3545,grammar,2
3546,writing,6
3547,arithmetic,2
3548,music,7
3549,elder,6
3550,duration,2
3551,measured,5
3552,rose—,1
3553,breaking,5
3554,on—,4
3555,ordered,6
3556,cheese,7
3557,served,9
3558,surprise,7
3559,explanatory,1
3560,distributed,2
3561,refreshment,2
3562,garden,14
3563,straw,2
3564,coloured,1
3565,calico,2
3566,cloak,15
3567,frieze,1
3568,similarly,1
3569,equipped,1
3570,following,6
3571,stream,3
3572,inclosure,1
3573,glimpse,5
3574,verandah,6
3575,bordered,1
3576,divided,4
3577,scores,1
3578,assigned,2
3579,gardens,1
3580,cultivate,1
3581,owner,3
3582,wintry,2
3583,blight,2
3584,decay,1
3585,shuddered,3
3586,inclement,2
3587,positively,2
3588,rainy,2
3589,drizzling,1
3590,yellow,3
3591,fog,3
3592,soaking,1
3593,floods,1
3594,stronger,1
3595,games,1
3596,sundry,5
3597,ones,10
3598,herded,1
3599,warmth,2
3600,penetrated,1
3601,frames,1
3602,cough,3
3603,spoken,11
3604,isolation,2
3605,oppress,1
3606,leant,6
3607,mantle,3
3608,trying,6
3609,unsatisfied,1
3610,gnawed,1
3611,delivered,5
3612,employment,3
3613,undefined,1
3614,fragmentary,2
3615,merit,5
3616,record,3
3617,floated,1
3618,immeasurable,1
3619,convent-like,1
3620,house—a,1
3621,dormitory,4
3622,mullioned,1
3623,latticed,2
3624,church-like,1
3625,tablet,3
3626,bore,4
3627,inscription,1
3628,institution,9
3629,rebuilt,1
3630,a.d,1
3631,——,2
3632,naomi,2
3633,county,6
3634,shine,3
3635,works,2
3636,glorify,1
3637,—st,1
3638,matt,1
3639,16,1
3640,belonged,5
3641,unable,2
3642,penetrate,1
3643,import,5
3644,pondering,6
3645,signification,1
3646,connection,3
3647,bent,16
3648,perusal,3
3649,intent,3
3650,title—it,1
3651,rasselas,3
3652,consequently,3
3653,leaf,1
3654,happened,13
3655,directly—,1
3656,asking,4
3657,hardihood,1
3658,chord,1
3659,sympathy,7
3660,frivolous,3
3661,childish,1
3662,digest,1
3663,comprehend,5
3664,substantial,1
3665,replied,14
3666,examination,2
3667,convinced,2
3668,title,2
3669,trifling,1
3670,fairies,1
3671,genii,2
3672,variety,3
3673,closely-printed,1
3674,relapse,1
3675,former,10
3676,studious,1
3677,her—,2
3678,schools,2
3679,charity-school,1
3680,charity-children,2
3681,lost,10
3682,educating,1
3683,orphans,1
3684,pay,7
3685,fifteen,5
3686,pounds,10
3687,teaching,3
3688,deficiency,4
3689,subscription,1
3690,subscribes,1
3691,benevolent-minded,1
3692,neighbourhood,8
3693,london,8
3694,built,2
3695,records,1
3696,overlooks,1
3697,directs,2
3698,everything,10
3699,treasurer,2
3700,wears,2
3701,buys,1
3702,no—two,1
3703,smith,6
3704,attends,1
3705,cuts,1
3706,out—for,1
3707,pelisses,2
3708,scatcherd,23
3709,teaches,3
3710,hears,1
3711,pocket-handkerchief,1
3712,ribband,1
3713,madame,12
3714,pierrot,5
3715,comes,7
3716,lisle,1
3717,france,1
3718,pronounce,3
3719,hasty—you,1
3720,best—isn,1
3721,answers,4
3722,summons,2
3723,re-entered,3
3724,appetising,1
3725,regaled,1
3726,huge,3
3727,tin-plated,1
3728,vessels,2
3729,whence,13
3730,strong,17
3731,steam,2
3732,redolent,1
3733,rancid,1
3734,fat,2
3735,consist,1
3736,rusty,2
3737,meat,3
3738,mixed,1
3739,cooked,1
3740,tolerably,2
3741,abundant,2
3742,plateful,1
3743,apportioned,1
3744,wondered,7
3745,adjourned,1
3746,recommenced,1
3747,event,5
3748,conversed,3
3749,disgrace,1
3750,degree,10
3751,ignominious,1
3752,girl—she,1
3753,thirteen,1
3754,upwards,3
3755,signs,4
3756,wept,3
3757,blushed,1
3758,central,1
3759,mark,6
3760,bear,19
3761,quietly—so,1
3762,firmly,2
3763,seems,19
3764,punishment—beyond,1
3765,situation,8
3766,day-dreams—is,1
3767,day-dream,1
3768,floor,6
3769,it—her,1
3770,is—whether,1
3771,p.m,1
3772,consisting,2
3773,coffee,8
3774,half-a-slice,1
3775,relish,3
3776,more—i,1
3777,recreation,2
3778,piece,8
3779,oat-cake,1
3780,vi,1
3781,dispense,3
3782,ceremony,5
3783,pitchers,1
3784,frozen,3
3785,weather,5
3786,preceding,1
3787,keen,6
3788,north-east,1
3789,whistling,1
3790,crevices,1
3791,shiver,1
3792,ewers,1
3793,bible-reading,1
3794,perish,2
3795,breakfast-time,1
3796,quality,4
3797,eatable,1
3798,quantity,4
3799,doubled,1
3800,enrolled,1
3801,member,4
3802,occupations,2
3803,spectator,1
3804,actor,1
3805,therein,1
3806,border,3
3807,needle,3
3808,corner,9
3809,hem,4
3810,acquitted,2
3811,animadversions,1
3812,commendations,1
3813,performance,1
3814,english,16
3815,readers,1
3816,acquaintance,8
3817,commencement,2
3818,error,6
3819,pronunciation,2
3820,inattention,1
3821,stops,1
3822,obscure,2
3823,constant,1
3824,phrases,5
3825,burns,32
3826,surnames,1
3827,boys,2
3828,elsewhere,2
3829,shoe,1
3830,poke,1
3831,unpleasantly,1
3832,draw,18
3833,insist,2
3834,holding,8
3835,attitude,4
3836,comprised,2
3837,reign,1
3838,charles,2
3839,tonnage,1
3840,poundage,1
3841,ship-money,1
3842,solved,3
3843,memory,14
3844,retained,5
3845,substance,4
3846,expecting,4
3847,praise,4
3848,dirty,1
3849,cleaned,2
3850,nails,2
3851,explain,6
3852,wash,2
3853,desiring,1
3854,skein,1
3855,thread,7
3856,winding,2
3857,talked,9
3858,stitch,1
3859,knit,2
3860,pursue,2
3861,observations,2
3862,delivering,3
3863,catch,4
3864,inner,3
3865,bundle,1
3866,ominous,1
3867,tool,1
3868,presented,6
3869,respectful,3
3870,curtesy,1
3871,unloosed,1
3872,dozen,2
3873,strokes,1
3874,bunch,2
3875,tear,4
3876,unavailing,1
3877,pensive,2
3878,altered,3
3879,expression,14
3880,hardened,1
3881,slatternly,2
3882,rod,2
3883,narrowly,1
3884,emerged,1
3885,book-closet,1
3886,handkerchief,7
3887,trace,3
3888,glistened,1
3889,play-hour,2
3890,pleasantest,1
3891,fraction,1
3892,swallowed,6
3893,revived,5
3894,vitality,1
3895,satisfied,5
3896,restraint,5
3897,slackened,1
3898,warmer,2
3899,morning—its,1
3900,fires,4
3901,supply,3
3902,measure,3
3903,gloaming,1
3904,licensed,1
3905,uproar,1
3906,confusion,4
3907,flog,1
3908,forms,5
3909,laughing,5
3910,groups,4
3911,companion,7
3912,snowed,1
3913,drift,2
3914,forming,1
3915,distinguish,5
3916,gleeful,1
3917,disconsolate,1
3918,moan,1
3919,lately,9
3920,keenly,4
3921,chaos,4
3922,derived,5
3923,reckless,1
3924,feverish,4
3925,howl,1
3926,deepen,1
3927,jumping,1
3928,creeping,2
3929,fire-places,1
3930,kneeling,3
3931,wire,1
3932,fender,2
3933,absorbed,8
3934,abstracted,2
3935,companionship,2
3936,helen,63
3937,scotland,1
3938,education,7
3939,use,13
3940,dislikes,4
3941,resist,4
3942,expel,1
3943,patiently,2
3944,feels,5
3945,evil,3
3946,consequences,3
3947,extend,1
3948,bids,1
3949,disgraceful,1
3950,flogged,1
3951,fate,4
3952,doctrine,3
3953,forbearance,2
3954,chastiser,1
3955,suspected,5
3956,ponder,1
3957,deeply,2
3958,felix,1
3959,convenient,3
3960,season,6
3961,appearances,3
3962,rules,7
3963,method,2
3964,subjected,1
3965,systematic,1
3966,arrangements,1
3967,naturally,11
3968,neat,6
3969,punctual,3
3970,particular,4
3971,addition,5
3972,flitted,1
3973,goodness,10
3974,pains,3
3975,sees,3
3976,errors,1
3977,gives,3
3978,meed,2
3979,liberally,3
3980,wretchedly,1
3981,defective,2
3982,expostulations,1
3983,rational,1
3984,cure,5
3985,value,2
3986,highly,1
3987,stimulate,1
3988,foresight,1
3989,curious,8
3990,attentive,1
3991,wander,3
3992,questioned,3
3993,rove,1
3994,collecting,1
3995,assiduity,1
3996,lose,2
3997,northumberland,2
3998,noises,1
3999,bubbling,1
4000,brook,3
4001,runs,3
4002,deepden,2
4003,—then,1
4004,awakened,1
4005,mere,15
4006,dreaming,5
4007,wondering,3
4008,unjustly,2
4009,unwisely,1
4010,integrity,1
4011,conscientiousness,1
4012,prerogatives,1
4013,crown,4
4014,charles—i,1
4015,respect,4
4016,him—i,2
4017,murdered,1
4018,king,1
4019,enemies,3
4020,shed,4
4021,kill,1
4022,forgotten,12
4023,her—that,1
4024,ignorant,6
4025,recalled,4
4026,newer,1
4027,language,14
4028,singularly,4
4029,information,8
4030,communicates,1
4031,gain,3
4032,passive,3
4033,guides,1
4034,alter,3
4035,should—so,2
4036,untaught,1
4037,persist,1
4038,disliking,1
4039,submit,7
4040,deserved,5
4041,heathens,2
4042,tribes,1
4043,christians,3
4044,civilised,1
4045,nations,3
4046,disown,4
4047,overcomes,1
4048,hate—nor,1
4049,heals,1
4050,testament,1
4051,observe,5
4052,christ,2
4053,acts,2
4054,example,6
4055,bless,6
4056,curse,3
4057,despitefully,1
4058,forthwith,2
4059,pour,5
4060,sufferings,4
4061,resentments,1
4062,truculent,1
4063,reserve,3
4064,softening,3
4065,remark,5
4066,impatiently,1
4067,unkind,1
4068,minutely,1
4069,injustice,2
4070,ill-usage,1
4071,brands,1
4072,happier,1
4073,severity,3
4074,emotions,3
4075,appears,6
4076,animosity,1
4077,registering,1
4078,burdened,3
4079,corruptible,1
4080,bodies,2
4081,debasement,1
4082,sin,2
4083,cumbrous,1
4084,spark,1
4085,—the,10
4086,impalpable,1
4087,pure,8
4088,creator,1
4089,inspire,2
4090,creature,12
4091,communicated,1
4092,higher,5
4093,man—perhaps,1
4094,gradations,1
4095,glory,2
4096,brighten,2
4097,seraph,2
4098,degenerate,2
4099,taught,6
4100,cling,2
4101,extends,1
4102,eternity,2
4103,rest—a,1
4104,abyss,3
4105,criminal,2
4106,revenge,2
4107,worries,1
4108,disgusts,1
4109,crushes,1
4110,drooping,3
4111,converse,5
4112,meditation,1
4113,exclaiming,1
4114,cumberland,1
4115,accent—,1
4116,fold,2
4117,reverie,1
4118,fled,2
4119,delay,4
4120,vii,1
4121,struggle,4
4122,difficulties,1
4123,habituating,1
4124,failure,2
4125,points,10
4126,hardships,2
4127,lot,2
4128,trifles,1
4129,february,2
4130,march,5
4131,snows,2
4132,impassable,2
4133,roads,2
4134,prevented,5
4135,stirring,5
4136,limits,2
4137,clothing,3
4138,insufficient,1
4139,protect,1
4140,boots,2
4141,melted,2
4142,ungloved,1
4143,chilblains,1
4144,distracting,1
4145,inflamed,1
4146,torture,1
4147,swelled,3
4148,distressing,1
4149,appetites,2
4150,growing,3
4151,sufficient,5
4152,invalid,1
4153,resulted,1
4154,famished,2
4155,coax,1
4156,menace,2
4157,claimants,1
4158,tea-time,3
4159,relinquishing,1
4160,third,15
4161,accompaniment,2
4162,exigency,1
4163,sundays,1
4164,brocklebridge,2
4165,patron,1
4166,officiated,1
4167,arrived,11
4168,service,7
4169,paralysed,3
4170,allowance,2
4171,penurious,1
4172,proportion,2
4173,services,3
4174,exposed,2
4175,hilly,2
4176,range,2
4177,summits,2
4178,flayed,2
4179,lightly,3
4180,plaid,2
4181,frosty,1
4182,fluttered,1
4183,encouraging,3
4184,precept,2
4185,stalwart,1
4186,soldiers,1
4187,dejected,1
4188,cheering,2
4189,longed,7
4190,heat,2
4191,blazing,1
4192,denied,2
4193,row,2
4194,crouched,2
4195,starved,2
4196,solace,6
4197,ration,1
4198,bread—a,1
4199,slice—with,1
4200,delicious,2
4201,scrape,2
4202,butter,4
4203,hebdomadal,1
4204,sabbath,2
4205,moiety,1
4206,bounteous,1
4207,invariably,1
4208,sunday,2
4209,repeating,1
4210,catechism,1
4211,fifth,2
4212,sixth,1
4213,seventh,1
4214,st,2
4215,matthew,1
4216,sermon,2
4217,irrepressible,1
4218,yawns,2
4219,attested,2
4220,interlude,1
4221,performances,1
4222,enactment,1
4223,eutychus,1
4224,half-dozen,1
4225,loft,1
4226,oblige,1
4227,heap,1
4228,propped,1
4229,stools,2
4230,alluded,1
4231,visits,4
4232,greater,4
4233,arrival,6
4234,prolonging,1
4235,absence,7
4236,reasons,7
4237,slate,6
4238,sum,3
4239,division,2
4240,abstraction,2
4241,recognised,7
4242,outline,5
4243,en,4
4244,masse,1
4245,ascertain,3
4246,greeted,3
4247,stride,1
4248,column,1
4249,frowned,1
4250,ominously,1
4251,hearthrug,1
4252,sideways,1
4253,architecture,1
4254,buttoned,1
4255,surtout,3
4256,narrower,1
4257,rigid,6
4258,apparition,4
4259,remembered,10
4260,perfidious,1
4261,pledged,1
4262,apprise,1
4263,vicious,5
4264,fulfilment,1
4265,brand,1
4266,disclosures,1
4267,villainy,1
4268,anxiety,3
4269,orb,3
4270,repugnance,1
4271,immediate,3
4272,apprehension,1
4273,bought,2
4274,lowton,11
4275,chemises,1
4276,sorted,1
4277,needles,3
4278,forgot,6
4279,memorandum,1
4280,darning,1
4281,papers,1
4282,apt,2
4283,—when,2
4284,kitchen-garden,2
4285,drying,1
4286,hose,1
4287,repair,5
4288,holes,1
4289,mended,1
4290,attended,2
4291,laundress,2
4292,tuckers,2
4293,limit,2
4294,agnes,1
4295,catherine,1
4296,johnstone,1
4297,thursday,6
4298,surprised,9
4299,settling,1
4300,fortnight,9
4301,regulations,2
4302,mentioned,7
4303,innovation,1
4304,responsible,1
4305,fasting,1
4306,dinner-time,2
4307,instant,7
4308,plan,4
4309,bringing,4
4310,accustom,1
4311,luxury,1
4312,indulgence,3
4313,render,1
4314,patient,8
4315,self-denying,1
4316,accidental,1
4317,disappointment,4
4318,spoiling,1
4319,dish,2
4320,neutralised,1
4321,replacing,1
4322,pampering,1
4323,body,6
4324,obviating,1
4325,aim,2
4326,improved,4
4327,spiritual,3
4328,edification,1
4329,evince,1
4330,fortitude,1
4331,temporary,3
4332,privation,1
4333,occasions,4
4334,mistimed,1
4335,wherein,4
4336,instructor,1
4337,referring,1
4338,primitive,1
4339,torments,1
4340,martyrs,1
4341,exhortations,1
4342,blessed,2
4343,lord,11
4344,disciples,1
4345,warnings,2
4346,proceedeth,1
4347,consolations,1
4348,ye,4
4349,thirst,1
4350,sake,8
4351,mouths,1
4352,vile,1
4353,starve,1
4354,immortal,3
4355,souls,3
4356,paused—perhaps,1
4357,overcome,3
4358,assuming,4
4359,coldness,6
4360,fixity,1
4361,material,2
4362,sculptor,1
4363,chisel,1
4364,gradually,4
4365,majestically,1
4366,blink,1
4367,dazzled,2
4368,shocked,2
4369,accents,5
4370,used—,1
4371,what—what,1
4372,curled,5
4373,curled—curled,1
4374,extending,1
4375,cane,1
4376,julia,3
4377,severn,2
4378,defiance,2
4379,conform,2
4380,openly—here,1
4381,evangelical,1
4382,charitable,4
4383,establishment—as,1
4384,mass,7
4385,abundance,1
4386,modestly,1
4387,entirely,4
4388,barber,1
4389,excrescence—that,1
4390,involuntary,3
4391,grimaces,1
4392,commented,1
4393,manoeuvre,1
4394,cup,9
4395,platter,1
4396,interference,3
4397,imagined,4
4398,reverse,1
4399,living,7
4400,medals,1
4401,knell,1
4402,doom—,1
4403,top-knots,1
4404,remonstrate,1
4405,kingdom,2
4406,mission,4
4407,lusts,1
4408,clothe,1
4409,shame-facedness,1
4410,sobriety,1
4411,braided,2
4412,costly,2
4413,apparel,2
4414,persons,4
4415,string,4
4416,plaits,2
4417,vanity,1
4418,woven,1
4419,repeat,8
4420,wasted,4
4421,of—,1
4422,interrupted,4
4423,splendidly,1
4424,attired,5
4425,furs,1
4426,trio,2
4427,sixteen,2
4428,seventeen,1
4429,beaver,2
4430,hats,1
4431,shaded,4
4432,ostrich,1
4433,plumes,2
4434,brim,2
4435,graceful,6
4436,head-dress,1
4437,profusion,1
4438,tresses,2
4439,trimmed,1
4440,ermine,1
4441,deferentially,1
4442,conducted,6
4443,honour,3
4444,reverend,1
4445,relative,2
4446,conducting,1
4447,rummaging,1
4448,transacted,1
4449,lectured,1
4450,remarks,1
4451,reproofs,1
4452,linen,3
4453,inspection,2
4454,dormitories,2
4455,matters,7
4456,enchanted,1
4457,neglected,4
4458,precautions,1
4459,personal,4
4460,safety,1
4461,elude,1
4462,seeming,5
4463,busy,9
4464,conceal,4
4465,escaped,1
4466,treacherous,1
4467,slip,5
4468,obtrusive,1
4469,crash,1
4470,pick,3
4471,forces,1
4472,after—,1
4473,perceive,4
4474,accord,2
4475,legs,1
4476,pushed,2
4477,assisted,2
4478,counsel—,1
4479,accident,2
4480,whisper,4
4481,dagger,1
4482,despise,2
4483,hypocrite,1
4484,co,1
4485,bounded,5
4486,pointing,6
4487,note,5
4488,particulars,2
4489,height,3
4490,yard,7
4491,shot,2
4492,orange,1
4493,silvery,3
4494,extended,3
4495,waved,4
4496,hemmed,1
4497,directed,9
4498,burning-glasses,1
4499,scorched,2
4500,possesses,2
4501,childhood,11
4502,graciously,1
4503,deformity,1
4504,agent,5
4505,grieve,3
4506,case,14
4507,pause—in,1
4508,steady,3
4509,palsy,1
4510,rubicon,1
4511,trial,2
4512,shirked,1
4513,sustained,4
4514,pathos,1
4515,becomes,3
4516,warn,4
4517,lambs,1
4518,castaway,1
4519,flock,2
4520,shun,3
4521,sports,1
4522,weigh,1
4523,scrutinise,1
4524,actions,3
4525,save,3
4526,salvation,1
4527,falters,1
4528,native,3
4529,land,8
4530,heathen,1
4531,brahma,1
4532,kneels,1
4533,juggernaut—this,1
4534,is—a,1
4535,possession,4
4536,female,2
4537,brocklehursts,1
4538,produce,1
4539,pocket-handkerchiefs,1
4540,apply,5
4541,optics,1
4542,swayed,1
4543,pious,2
4544,generosity,1
4545,ingratitude,1
4546,patroness,1
4547,separate,7
4548,contaminate,1
4549,purity,1
4550,healed,2
4551,jews,1
4552,diseased,1
4553,pool,3
4554,bethesda,1
4555,waters,2
4556,stagnate,1
4557,sublime,2
4558,adjusted,3
4559,button,1
4560,muttered,3
4561,bowed,5
4562,sailed,1
4563,aloft,1
4564,pedestal,1
4565,infamy,1
4566,describe,3
4567,stifling,1
4568,constricting,1
4569,extraordinary,3
4570,martyr,1
4571,hero,4
4572,victim,3
4573,imparted,2
4574,transit,1
4575,mastered,3
4576,rising,19
4577,hysteria,1
4578,slight,3
4579,chidden,1
4580,triviality,1
4581,inquiry,6
4582,effluence,1
4583,intellect,2
4584,sunken,1
4585,untidy,1
4586,badge,1
4587,morrow,2
4588,blotted,1
4589,copying,1
4590,spots,2
4591,disc,1
4592,clearest,2
4593,planet,2
4594,defects,2
4595,brightness,2
4596,viii,1
4597,half-hour,1
4598,ended,1
4599,dissolve,1
4600,overwhelming,1
4601,seized,5
4602,prostrate,2
4603,ground,14
4604,watered,1
4605,boards,2
4606,meant,5
4607,earn,2
4608,progress,6
4609,praised,1
4610,warmly,1
4611,approbation,1
4612,promised,3
4613,improvement,4
4614,fellow-pupils,1
4615,equal,5
4616,molested,1
4617,crushed,2
4618,ardently,1
4619,sobbing,1
4620,approached,18
4621,up—again,1
4622,fading,1
4623,crumb,1
4624,choked,1
4625,regarded,7
4626,abate,1
4627,weep,1
4628,knees,4
4629,remained,11
4630,indian,2
4631,spoke—,1
4632,believes,2
4633,contains,1
4634,millions,4
4635,mistaken,3
4636,despises,1
4637,admired,6
4638,favourite,5
4639,covert,2
4640,offer,5
4641,coldly,3
4642,friendly,4
4643,concealed,4
4644,hearts,2
4645,persevere,1
4646,appear,9
4647,suppression,1
4648,—she,3
4649,chafed,2
4650,conscience,6
4651,approved,1
4652,absolved,2
4653,guilt,3
4654,live—i,1
4655,bone,2
4656,bull,1
4657,toss,1
4658,kicking,1
4659,horse,25
4660,dash,1
4661,hoof,1
4662,chest—,1
4663,hush,5
4664,impulsive,1
4665,sovereign,3
4666,created,3
4667,provided,4
4668,resources,2
4669,feeble,5
4670,self,4
4671,creatures,2
4672,everywhere,4
4673,commissioned,2
4674,smote,1
4675,hatred,4
4676,tortures,1
4677,recognise,3
4678,innocence,2
4679,innocent,1
4680,weakly,1
4681,pompously,1
4682,second-hand,1
4683,sincere,3
4684,ardent,3
4685,waits,2
4686,reward,1
4687,sink,1
4688,overwhelmed,1
4689,happiness—to,1
4690,calmed,2
4691,tranquillity,4
4692,alloy,1
4693,woe,1
4694,coughed,2
4695,momentarily,5
4696,sorrows,2
4697,yield,2
4698,concern,5
4699,resting,4
4700,waist,3
4701,reposed,1
4702,bare,4
4703,streaming,2
4704,guidance,3
4705,intricate,1
4706,mount,4
4707,wrongly,1
4708,prove,4
4709,continue,2
4710,satisfy,1
4711,defence,1
4712,defend,1
4713,suggests,1
4714,exaggerate,2
4715,moderate—most,1
4716,arrange,3
4717,coherently,1
4718,exhausted,2
4719,emotion,4
4720,theme,4
4721,mindful,1
4722,infused,2
4723,gall,1
4724,wormwood,1
4725,restrained,1
4726,simplified,1
4727,credible,1
4728,episode,1
4729,detailing,1
4730,bounds,1
4731,soften,1
4732,recollection,3
4733,spasm,3
4734,clutched,1
4735,spurned,2
4736,supplication,2
4737,agrees,1
4738,statement,1
4739,publicly,1
4740,cleared,4
4741,imputation,2
4742,contemplation,2
4743,ornaments,6
4744,beaming,2
4745,to-day,4
4746,chest,4
4747,pulse,3
4748,rousing,1
4749,cheerfully—,2
4750,barbara,4
4751,teapot,2
4752,fragrant,3
4753,beverage,1
4754,scent,3
4755,toast,4
4756,beginning,10
4757,soon—,1
4758,harden,2
4759,whalebone,1
4760,iron,4
4761,withdrew,9
4762,fortunately,8
4763,deficiencies,1
4764,unlocked,1
4765,parcel,1
4766,disclosed,5
4767,good-sized,1
4768,seed-cake,1
4769,slices,1
4770,generous,3
4771,feasted,2
4772,nectar,2
4773,ambrosia,1
4774,entertainment,4
4775,gratification,3
4776,hostess,1
4777,serenity,1
4778,mien,3
4779,propriety,2
4780,precluded,1
4781,deviation,1
4782,chastened,1
4783,controlling,2
4784,refreshing,1
4785,beloved,1
4786,instructress,1
4787,unique,2
4788,powers,2
4789,woke,1
4790,kindled,1
4791,glowed,3
4792,tint,4
4793,bloodless,2
4794,liquid,3
4795,lustre,6
4796,acquired,2
4797,s—a,1
4798,eyelash,1
4799,pencilled,2
4800,meaning,6
4801,movement,10
4802,radiance,3
4803,flowed,1
4804,source,6
4805,vigorous,5
4806,swelling,2
4807,fervid,1
4808,eloquence,1
4809,characteristic,1
4810,memorable,1
4811,hastening,1
4812,span,1
4813,countries,1
4814,secrets,4
4815,guessed,2
4816,stores,1
4817,knowledge,2
4818,familiar,5
4819,names,2
4820,authors,1
4821,amazement,2
4822,snatched,1
4823,latin,1
4824,shelf,3
4825,bade,1
4826,construe,1
4827,virgil,1
4828,expanding,1
4829,sounding,2
4830,bedtime,4
4831,heart—,1
4832,reaching,1
4833,pulled,2
4834,half-a-dozen,1
4835,untidily,1
4836,articles,2
4837,pinned,1
4838,disorder,1
4839,conspicuous,2
4840,characters,2
4841,pasteboard,1
4842,slattern,1
4843,phylactery,1
4844,intelligent,1
4845,benign-looking,1
4846,unresentful,1
4847,regarding,1
4848,scalding,1
4849,resignation,1
4850,intolerable,4
4851,subsequently,1
4852,incidents,1
4853,corroborate,1
4854,charges,1
4855,alleged,1
4856,completely,2
4857,murmur,8
4858,ranks,2
4859,companions,3
4860,grievous,1
4861,load,1
4862,afresh,2
4863,pioneer,1
4864,toiled,1
4865,proportionate,3
4866,tenacious,2
4867,practice,1
4868,sharpened,1
4869,promoted,1
4870,tenses,1
4871,verb,1
4872,etre,1
4873,sketched,1
4874,by-the-bye,7
4875,outrivalled,1
4876,slope,1
4877,tower,2
4878,pisa,1
4879,prepare,4
4880,imagination,4
4881,barmecide,1
4882,amuse,5
4883,cravings,1
4884,ideal,3
4885,drawings,5
4886,picturesque,4
4887,ruins,1
4888,cuyp-like,1
4889,cattle,2
4890,butterflies,1
4891,hovering,1
4892,unblown,1
4893,roses,4
4894,picking,1
4895,ripe,1
4896,cherries,1
4897,wren,2
4898,nests,3
4899,enclosing,2
4900,pearl-like,1
4901,wreathed,3
4902,ivy,3
4903,sprays,1
4904,currently,1
4905,problem,3
4906,satisfaction,3
4907,sweetly,1
4908,solomon,1
4909,herbs,3
4910,stalled,1
4911,ox,1
4912,therewith,1
4913,exchanged,2
4914,privations,2
4915,luxuries,1
4916,ix,1
4917,lessened,1
4918,frosts,1
4919,ameliorated,1
4920,swollen,3
4921,lameness,1
4922,heal,2
4923,subside,1
4924,gentler,1
4925,breathings,1
4926,april,4
4927,nights,3
4928,mornings,3
4929,canadian,1
4930,temperature,1
4931,froze,3
4932,veins,2
4933,sunny,3
4934,genial,8
4935,greenness,1
4936,freshening,2
4937,suggested,4
4938,brighter,2
4939,traces,4
4940,peeped,1
