,0,1
1749,opportunity,18
1750,survey,1
1751,yards,5
1752,eye,23
1753,robert,29
1754,contrasted,1
1755,gentlemen,22
1756,gained,5
1757,insensible,4
1758,voluntarily,5
1759,noticed,1
1760,gentleness,3
1761,admiration,23
1762,remained,15
1763,minutes,52
1764,kept,21
1765,waiting,15
1766,running,4
1767,smiling,28
1768,flutter,7
1769,compose,5
1770,happening,4
1771,—how,20
1772,chance,19
1773,towards,66
1774,forgot,3
1775,to-morrow,24
1776,happen,12
1777,undoubtedly—remarkably,1
1778,compared,10
1779,entire,8
1780,expect,19
1781,clownish,2
1782,air,45
1783,imagined,19
1784,confess,12
1785,nearer,8
1786,mortified,7
1787,genteel,2
1788,repeatedly,4
1789,specimens,2
1790,bred,2
1791,seeing,49
1792,perceiving,3
1793,creature—and,1
1794,wondering,6
1795,awkward,12
1796,abrupt,3
1797,uncouthness,1
1798,wholly,11
1799,unmodulated,1
1800,compare,6
1801,hundred,14
1802,plainly,5
1803,carrying,9
1804,speaking,45
1805,silent,25
1806,—there,10
1807,forty,8
1808,makes,18
1809,grows,2
1810,glaring,1
1811,disgusting,2
1812,loudness,1
1813,coarseness,1
1814,awkwardness,5
1815,becomes,5
1816,passable,2
1817,detestable,1
1818,later,6
1819,solemnly,1
1820,guessing,5
1821,completely,26
1822,gross,1
1823,inattentive,1
1824,appearances,4
1825,profit,2
1826,engrosses,1
1827,forgetting,7
1828,inquire,9
1829,book,9
1830,market,1
1831,else—which,1
1832,thriving,1
1833,thrive,1
1834,time—and,5
1835,illiterate,2
1836,disturb,3
1837,remember,48
1838,—was,7
1839,answer,64
1840,spoken,30
1841,grave,8
1842,displeasure,5
1843,itself,15
1844,perhaps,88
1845,held,9
1846,pattern,5
1847,openness,3
1848,quickness,8
1849,bluntness,1
1850,likes,5
1851,good-humour,2
1852,it—but,8
1853,copied,3
1854,downright,5
1855,commanding,1
1856,suits,3
1857,figure,9
1858,copying,1
1859,sufferable,1
1860,contrary,8
1861,model,4
1862,seems,24
1863,grown,6
1864,design,4
1865,ingratiating,1
1866,softness,3
1867,strikes,3
1868,softer,3
1869,repeated,14
1870,personal,7
1871,praise,31
1872,justice,23
1873,blushed,7
1874,fixed,20
1875,driving,4
1876,palpably,3
1877,probable,5
1878,feared,11
1879,predict,2
1880,equalled,2
1881,date,2
1882,plan,24
1883,entered,24
1884,brain,7
1885,during,17
1886,expediency,3
1887,low,18
1888,fairly,9
1889,doubtful,9
1890,sufficient,9
1891,vicarage,16
1892,well-meaning,3
1893,deficiency,3
1894,meetings,6
1895,foundation,3
1896,weight,4
1897,efficacy,1
1898,fastidious,1
1899,feature,5
1900,dispense,2
1901,riding,1
1902,conquered,2
1903,v,3
1904,—why,6
1905,supplying,3
1906,—not,9
1907,quarrels,1
1908,fight,1
1909,battle,1
1910,undoubtedly,13
1911,yesterday,28
1912,agreeing,4
1913,associate,3
1914,judge,24
1915,value,15
1916,feels,10
1917,sex,5
1918,objection,13
1919,hand,52
1920,wants,9
1921,informed,2
1922,inducement,4
1923,twelve,7
1924,lists,2
1925,drawing-up,1
1926,regularly,3
1927,through—and,1
1928,were—very,1
1929,neatly,1
1930,arranged—sometimes,1
1931,alphabetically,1
1932,rule,9
1933,list,2
1934,drew,6
1935,fourteen—i,1
1936,preserved,4
1937,expecting,12
1938,steady,11
1939,reading,15
1940,submit,3
1941,requiring,2
1942,industry,1
1943,patience,11
1944,subjection,2
1945,failed,9
1946,stimulate,1
1947,affirm,1
1948,nothing.—you,1
1949,persuade,14
1950,wished.—you,1
1951,omitting,1
1952,refresh,3
1953,memory,10
1954,—said,5
1955,feelingly,3
1956,moment,114
1957,added,36
1958,charm,10
1959,senses,4
1960,spoiled,4
1961,cleverest,1
1962,ten,31
1963,puzzled,3
1964,assured,15
1965,slow,6
1966,diffident,2
1967,cope,1
1968,inherits,1
1969,dependent,3
1970,preparing,5
1971,receiving,14
1972,material,11
1973,matrimonial,2
1974,point,50
1975,submitting,2
1976,thank,40
1977,borne,11
1978,despair,4
1979,grow,10
1980,cross,9
1981,wantonness,1
1982,plague,2
1983,that.—it,1
1984,vexation,6
1985,quarter,23
1986,possibilities,1
1987,pretend,10
1988,genius,2
1989,foretelling,1
1990,fortune.—but,1
1991,smith—i,1
1992,flatterer,2
1993,worse,27
1994,undesigned,1
1995,ignorance,4
1996,hourly,1
1997,flattery,4
1998,learn,5
1999,presenting,2
2000,inferiority,5
2001,venture,12
2002,gain,4
2003,places,11
2004,belongs,2
2005,uncomfortable,5
2006,mistaken,20
2007,doctrines,1
2008,tend,1
2009,adapt,2
2010,rationally,2
2011,varieties,2
2012,life.—they,1
2013,polish,1
2014,anxious,31
2015,lament,5
2016,attempt,19
2017,deny,6
2018,altogether—face,1
2019,seldom,14
2020,hers,20
2021,—the,26
2022,hazle,3
2023,eye—and,1
2024,brilliant,6
2025,open,37
2026,countenance,17
2027,complexion,12
2028,height,6
2029,size,12
2030,firm,4
2031,upright,7
2032,glance,11
2033,hears,4
2034,gives,17
2035,grown-up,1
2036,loveliness,3
2037,add,11
2038,personally,1
2039,appears,13
2040,vanity,12
2041,lies,2
2042,dread,9
2043,equally,18
2044,stout,2
2045,confidence,17
2046,kinder,5
2047,truer,3
2048,qualities,5
2049,lead,11
2050,lasting,5
2051,blunder,8
2052,errs,1
2053,angel,5
2054,spleen,1
2055,brings,4
2056,john,87
2057,blind,13
2058,frightened,12
2059,unjust,6
2060,unkind,1
2061,excuse,27
2062,liberty,9
2063,consider,38
2064,somewhat,4
2065,hinting,1
2066,arise,6
2067,discussion,5
2068,supposing,7
2069,inconvenience,10
2070,apprehended,3
2071,accountable,1
2072,approves,1
2073,province,1
2074,advice,14
2075,remains,5
2076,fate,6
2077,alarmed,6
2078,outcry,1
2079,ill-humour,5
2080,sincere,5
2081,excited,6
2082,anxiety,18
2083,gently,1
2084,declares,2
2085,cared,11
2086,hereabouts,2
2087,tempt,4
2088,creating,6
2089,slight,17
2090,state,56
2091,assure,59
2092,conceal,9
2093,respecting,2
2094,destiny,7
2095,suspected,13
2096,transition,3
2097,weather,40
2098,surmise,4
2099,vi,3
2100,direction,6
2101,decidedly,13
2102,hesitation,9
2103,following,13
2104,assurance,8
2105,hints,6
2106,confident,3
2107,fairest,2
2108,falling,9
2109,scruple,10
2110,praised,5
2111,warmly,17
2112,wanting,31
2113,perception,4
2114,striking,4
2115,improvement,9
2116,least,81
2117,proofs,4
2118,growing,17
2119,graceful,4
2120,attractions,1
2121,infinitely,13
2122,drawing,13
2123,grace,8
2124,artlessness,1
2125,admissible,2
2126,contradict,2
2127,gallant,11
2128,elton—,1
2129,decision,8
2130,points,11
2131,principally,5
2132,superadded,1
2133,skilful,1
2134,sighing,5
2135,animation,5
2136,lover,5
2137,seconded,1
2138,sudden,20
2139,likeness,21
2140,leaving,10
2141,room,79
2142,stopt,9
2143,naïveté,4
2144,sooner,12
2145,exclaimed,10
2146,exquisite,9
2147,possession,5
2148,passion,8
2149,likenesses,2
2150,attempted,6
2151,tolerable,8
2152,disgust,5
2153,delight,20
2154,entreat,11
2155,charming,29
2156,drawings,4
2157,landscapes,1
2158,flowers,1
2159,inimitable,3
2160,figure-pieces,1
2161,—thought,2
2162,emma—but,2
2163,don,14
2164,t,19
2165,raptures,5
2166,try,22
2167,delicate,9
2168,difficult,7
2169,peculiarity,1
2170,lines,16
2171,mouth,4
2172,so—the,1
2173,mouth—i,1
2174,use,38
2175,words,47
2176,answering,5
2177,persuaded,30
2178,proposal,10
2179,stand,21
2180,earnest,8
2181,pressing,6
2182,produced,14
2183,portfolio,1
2184,containing,4
2185,portraits,1
2186,finished,12
2187,decide,5
2188,beginnings,1
2189,displayed,2
2190,miniatures,1
2191,half-lengths,1
2192,whole-lengths,1
2193,pencil,5
2194,crayon,1
2195,water-colours,2
2196,turn,28
2197,progress,9
2198,music,22
2199,labour,4
2200,sang,3
2201,steadiness,4
2202,approached,5
2203,excellence,5
2204,deceived,9
2205,skill,6
2206,artist,2
2207,musician,2
2208,reputation,1
2209,accomplishment,2
2210,higher,10
2211,deserved,10
2212,drawing—in,1
2213,spirited,3
2214,companions,11
2215,ecstasies,1
2216,pleases,3
2217,performances,1
2218,capital,3
2219,variety,5
2220,faces,3
2221,study,5
2222,father—another,1
2223,father—but,1
2224,sitting,37
2225,stealth,1
2226,kindest,3
2227,unlike,5
2228,henry,22
2229,bella,3
2230,sheet,1
2231,eager,19
2232,refuse,15
2233,coarser,1
2234,featured,1
2235,mama,2
2236,sketch,3
2237,fourth,1
2238,baby,6
2239,sleeping,5
2240,sofa,5
2241,cockade,1
2242,nestled,1
2243,down,69
2244,conveniently,2
2245,george,6
2246,corner,7
2247,—unclosing,1
2248,whole-length—,1
2249,best—my,1
2250,knightley.—this,1
2251,pet,1
2252,vowed,1
2253,provoked,3
2254,it—,3
2255,agreed,21
2256,—only,4
2257,handsome—too,1
2258,flattering—but,1
2259,—after,3
2260,of—,2
2261,like—but,1
2262,trouble,16
2263,persuading,5
2264,finish,4
2265,apologised,1
2266,unfavourable,2
2267,forswear,1
2268,husbands,4
2269,wives,4
2270,repeating,2
2271,consciousness,20
2272,declaration,6
2273,wait,21
2274,portrait,1
2275,whole-length,1
2276,destined,4
2277,honourable,9
2278,mantelpiece,2
2279,blushing,3
2280,keeping,11
2281,attitude,3
2282,presented,3
2283,mixture,8
2284,fidgeting,1
2285,behind,18
2286,watching,8
2287,touch,12
2288,stationing,1
2289,gaze,3
2290,offence,5
2291,elsewhere,2
2292,occurred,18
2293,employ,7
2294,lessen,4
2295,irksomeness,1
2296,listened,15
2297,peace,11
2298,smallest,20
2299,intermission,1
2300,jump,2
2301,charmed.—there,1
2302,displeased,8
2303,encourager,1
2304,discern,3
2305,complaisance,2
2306,throw,8
2307,considerably,4
2308,filling,1
2309,both—a,1
2310,standing,22
2311,memorial,1
2312,associations,1
2313,promising,5
2314,entreated,3
2315,permission,1
2316,attending,8
2317,party,92
2318,civilities,9
2319,courtesies,1
2320,morrow,7
2321,accompanied,4
2322,rapid,3
2323,continual,9
2324,defended,1
2325,criticism,1
2326,—observed,1
2327,him—not,1
2328,suspecting,5
2329,addressing,9
2330,lover.—,1
2331,correct,4
2332,eyebrows,2
2333,eyelashes,1
2334,resemblance,5
2335,effect,17
2336,shade,7
2337,tall,9
2338,down—which,1
2339,presents,2
2340,different—which,1
2341,idea—and,1
2342,proportions,2
2343,fore-shortening.—oh,1
2344,prettily,3
2345,draws,3
2346,doors,11
2347,shawl,2
2348,shoulders—and,1
2349,tree,4
2350,safe,20
2351,placing,3
2352,touched,3
2353,manners—and,1
2354,altogether—oh,1
2355,admirable,3
2356,framed,2
2357,depended,8
2358,doer,1
2359,commissions,1
2360,december,4
2361,stirring,1
2362,fogs,1
2363,alert,3
2364,commission,5
2365,executing,1
2366,errand,7
2367,—she,31
2368,endure,13
2369,—brought,1
2370,desired,12
2371,repetition,5
2372,entreaties,6
2373,assurances,5
2374,frame,2
2375,directions,4
2376,pack,1
2377,ensure,2
2378,safety,10
2379,incommoding,1
2380,mostly,1
2381,fearful,5
2382,incommoded,2
2383,precious,9
2384,deposit,1
2385,tender,13
2386,suit,12
2387,languish,1
2388,principal,8
2389,vii,3
2390,fresh,14
2391,services,1
2392,agitated,9
2393,hurried,8
2394,announcing,4
2395,extraordinary,22
2396,longing,4
2397,minute,16
2398,finding,18
2399,parcel,8
2400,besides,16
2401,songs,1
2402,lent,2
2403,copy,1
2404,contained,4
2405,direct,10
2406,wrote,18
2407,much—but,2
2408,fast,13
2409,do.—,1
2410,half-ashamed,1
2411,asking,10
2412,connect,2
2413,d,12
2414,pressed,8
2415,expectation,14
2416,grammatical,1
2417,errors,4
2418,composition,1
2419,disgraced,3
2420,language,9
2421,sentiments,7
2422,conveyed,10
2423,writer,4
2424,expressed,8
2425,liberality,2
2426,propriety,7
2427,delicacy,16
2428,paused,4
2429,anxiously,6
2430,forced,11
2431,slowly—,1
2432,helped,3
2433,express,13
2434,concise,2
2435,diffuse,1
2436,for—thinks,1
2437,strongly,7
2438,clearly—and,1
2439,takes,8
2440,pen,1
2441,vigorous,1
2442,certain,26
2443,returning,16
2444,—,48
2445,well—and—and,1
2446,course—and,2
2447,speedily,5
2448,intelligible,11
2449,unequivocal,1
2450,doubts,7
2451,demurs,1
2452,expressions,8
2453,inflicting,1
2454,requires,5
2455,unbidden,1
2456,prompted,4
2457,write,24
2458,disappointment,17
2459,thought—but,1
2460,beg,12
2461,pardon,9
2462,mistake,15
2463,misunderstanding,1
2464,purport,1
2465,wording,1
2466,reserve,9
2467,continued,36
2468,mean—what,1
2469,contemplating,1
2470,persevered,2
2471,silence,19
2472,apprehend,3
2473,bewitching,2
2474,powerful,5
2475,accept,11
2476,hesitate,4
2477,duty,21
2478,thus,10
2479,to—but,1
2480,do—no,1
2481,that—as,1
2482,up—one,1
2483,hesitating—it,1
2484,thing.—it,1
2485,safer,5
2486,perhaps.—do,1
2487,graciously,4
2488,prefer,6
2489,harriet.—does,1
2490,occur,10
2491,definition,2
2492,deceive,3
2493,favourable.—instead,1
2494,confused,3
2495,thoughtfully,1
2496,mechanically,1
2497,twisted,1
2498,waited,6
2499,result,5
2500,impatience,5
2501,hopes,21
2502,said—,3
2503,mind—to,1
2504,suspense,6
2505,approving,4
2506,grieved,8
2507,wavering,2
2508,visited,5
2509,surmised,2
2510,forcibly,2
2511,aghast,1
2512,dreadful,17
2513,—what,17
2514,escape,14
2515,—dear,2
2516,honour,26
2517,severe,18
2518,pang,2
2519,killed,4
2520,—you,25
2521,banished,2
2522,conceited,4
2523,conscience,7
2524,opposing,6
2525,censure,6
2526,natured,2
2527,for—but,1
2528,from—and,1
2529,should—and,1
2530,visiting,7
2531,people—and,1
2532,me—and,2
2533,writing,11
2534,letter—but,1
2535,consideration,23
2536,consolation,10
2537,offending,1
2538,cares,8
2539,advised,4
2540,protest,8
2541,formation,1
2542,sentence,4
2543,replying,2
2544,tendency,4
2545,brace,1
2546,decisive,5
2547,ungrateful,5
2548,sealed,1
2549,bringing,11
2550,invited,15
2551,tone,23
2552,would—for,1
2553,linen-draper,2
2554,refinement,2
2555,teacher,1
2556,envy,5
2557,conquest,2
2558,appear,33
2559,dark,7
2560,attentions,28
2561,tittle-tattle,1
2562,hitherto,8
2563,explained,3
2564,cheering,2
2565,tender-hearted,1
2566,rejected,4
2567,softly,1
2568,doing—whether,1
2569,know—if,2
2570,absent,9
2571,original,5
2572,allowing,4
2573,bond-street,2
2574,—then,4
2575,modest,3
2576,mounts,1
2577,horse,7
2578,solace,2
2579,opens,1
2580,introduces,1
2581,diffuses,1
2582,prepossession,1
2583,suspicious,2
2584,imaginations,2
2585,grew,10
2586,stronger,8
2587,viii,3
2588,slept,1
2589,gradually,10
2590,getting,16
2591,bed-room,1
2592,appropriated,2
2593,judged,11
2594,safest,3
2595,previously,2
2596,defer,5
2597,induced,12
2598,civility,9
2599,ceremony,7
2600,offering,7
2601,answers,2
2602,amusing,7
2603,contrast,5
2604,protracted,2
2605,apologies,8
2606,hesitations,2
2607,rude,5
2608,sun,5
2609,treat,2
2610,invalids,1
2611,privileged,2
2612,stranger,5
2613,substitute,1
2614,entertain,4
2615,turns—my,1
2616,walker,1
2617,pace,5
2618,tedious,1
2619,fetch,7
2620,greatcoat,1
2621,instead,25
2622,likewise,4
2623,seemingly,3
2624,inclined,6
2625,chat,5
2626,voluntary,3
2627,depends,7
2628,improved,4
2629,cured,3
2630,school-girl,1
2631,giggle,1
2632,bestow,2
2633,overpower,2
2634,intended,16
2635,delay,19
2636,gossips,1
2637,—tiresome,1
2638,wretches,1
2639,tiresome,6
2640,contradiction,3
2641,presently,21
2642,smile,42
2643,fix,9
2644,reason,40
2645,thing—who,1
2646,confidant,1
2647,dropt,4
2648,hint,19
2649,adviser,1
2650,offer,18
2651,—robert,1
2652,desperately,1
2653,consult,5
2654,considers,4
2655,imprudent,6
2656,speaks,9
2657,judging,8
2658,plans,9
2659,advising,2
2660,esteemed,3
2661,counsellor,2
2662,detained,7
2663,wretch,2
2664,absolutely,33
2665,inferred,4
2666,yesterday—that,1
2667,refused,11
2668,red,1
2669,indignation,7
2670,simpleton,2
2671,foolish,9
2672,incomprehensible,1
2673,imagines,1
2674,madness,4
2675,—nothing,1
2676,clearer,3
2677,admit,10
2678,address,9
2679,loudly,3
2680,calmer,2
2681,asperity,1
2682,infatuation,1
2683,blinds,1
2684,claims,22
2685,relations,4
2686,simple,17
2687,experience,4
2688,wit,11
2689,avail,2
2690,tempered,1
2691,beneath,3
2692,deserts,1
2693,helpmate,1
2694,trust,8
2695,aright,1
2696,cry-out,1
2697,extreme,11
2698,crossed,6
2699,partiality,2
2700,statement,1
2701,estimated,1
2702,richest,1
2703,society.—the,1
2704,sphere,1
2705,moves,2
2706,his.—it,2
2707,degradation,4
2708,illegitimacy,2
2709,gentleman-farmer,1
2710,legal,1
2711,level,4
2712,up.—there,1
2713,gentleman—and,1
2714,fortune.—her,1
2715,allowance,2
2716,grudged,1
2717,comfort.—that,1
2718,indubitable,4
2719,deny.—she,1
2720,whoever,3
2721,shift,2
2722,—to,9
2723,move,18
2724,distaste,1
2725,ambition,2
2726,proceeded,11
2727,disinclined,1
2728,haphazard,1
2729,selfish,5
2730,farthest,2
2731,reply,14
2732,assertion,1
2733,contemptible,3
2734,represent,1
2735,slightingly,1
2736,waiving,1
2737,good-natured,7
2738,possesses,1
2739,recommendations,6
2740,ninety-nine,1
2741,philosophic,2
2742,fall,10
2743,minds,4
2744,certainty,9
2745,sought,6
2746,chusing,2
2747,consequently,4
2748,nice,10
2749,comprehending,3
2750,readiness,2
2751,highest,11
2752,possess,2
2753,abusing,2
2754,misapply,1
2755,delights,2
2756,in—what,1
2757,bewitches,1
2758,satisfies,2
2759,pick,1
2760,wondered,4
2761,receives,2
2762,no—pray,1
2763,perceive,7
2764,unfortunate,6
2765,puff,1
2766,working,5
2767,weak,6
2768,produces,1
2769,mischief,5
2770,expectations,4
2771,offers,5
2772,connecting,1
2773,obscurity—and,1
2774,prudent,3
2775,disgrace,2
2776,involved,5
2777,mystery,4
2778,parentage,2
2779,revealed,2
2780,encourage,3
2781,greatly,7
2782,teach,4
2783,life—or,1
2784,desperate,2
2785,writing-master,1
2786,canvassing,1
2787,angry,19
2788,application,3
2789,abide,1
2790,refusal,5
2791,tolerate,3
2792,assistant,1
2793,altered,5
2794,errant,1
2795,knightley.—,3
2796,sincerity,4
2797,unconcerned,2
2798,habitual,1
2799,opposite,7
2800,unpleasant,13
2801,loss—if,1
2802,views,17
2803,secret,21
2804,projects,1
2805,laughed,14
2806,disclaimed,1
2807,sentimentally,2
2808,act,14
2809,unreserved,1
2810,thousand,16
2811,pounds,4
2812,apiece,1
2813,doings,1
2814,abruptly,5
2815,vexed,4
2816,promoting,1
2817,sanction,4
2818,affair,6
2819,provoking,6
2820,exceedingly,11
2821,indistinctness,1
2822,adversary,1
2823,materially,4
2824,cast,3
2825,adequate,1
2826,restoratives,1
2827,staying,14
2828,uneasy,10
2829,possibility,13
2830,pleading,2
2831,failure,2
2832,prominent,3
2833,uneasiness,9
2834,justify,2
2835,pretensions,2
2836,observer,2
2837,hastily,6
2838,resentfully,1
2839,inconsiderate,2
2840,attentive,10
2841,otherwise,19
2842,war,1
2843,motives,6
2844,effects,5
2845,overcoming,1
2846,prudence,5
2847,originally,1
2848,suggest,2
2849,attend,13
2850,sick,9
2851,clayton,1
2852,park,2
2853,whist-club,1
2854,remonstrated,1
2855,shabby,2
2856,player,2
2857,journey,12
2858,enviable,1
2859,bearer,1
2860,conscious,11
2861,rode,3
2862,significantly,1
2863,luckiest,3
2864,agreeableness,2
2865,ix,3
2866,forgiven,5
2867,proceedings,2
2868,justified,5
2869,endeared,1
2870,elegantly,3
2871,sitting-room,3
2872,sighed,2
2873,visibly,2
2874,remembered,6
2875,furnished,2
2876,utmost,13
2877,latter,6
2878,improving,1
2879,chapters,1
2880,intention,7
2881,easier,3
2882,pleasanter,2
2883,imagination,13
2884,range,2
2885,labouring,1
2886,enlarge,1
2887,comprehension,4
2888,sober,3
2889,facts,1
2890,literary,1
2891,pursuit,5
2892,mental,2
2893,collecting,4
2894,transcribing,1
2895,riddles,2
2896,quarto,1
2897,hot-pressed,1
2898,paper,13
2899,ornamented,1
2900,ciphers,1
2901,trophies,1
2902,literature,1
2903,collections,1
2904,grand,4
2905,scale,2
2906,head-teacher,1
2907,assisted,5
2908,invention,1
2909,recollect,17
2910,worth,30
2911,putting,9
2912,young—he,1
2913,ended,8
2914,kitty,3
2915,frozen,3
2916,riddle,4
2917,intellects,2
2918,requisition,1
2919,contribute,1
2920,enigmas,1
2921,charades,4
2922,conundrums,1
2923,intently,3
2924,recollections,6
2925,ungallant,1
2926,breathe,3
2927,lips,5
2928,politest,1
2929,puzzles,1
2930,recited,1
2931,well-known,2
2932,charade,20
2933,doth,1
2934,affliction,2
2935,denote,3
2936,destin,1
2937,antidote,1
2938,soften,1
2939,heal.—,1
2940,transcribed,2
2941,pages,2
2942,security,3
2943,freshness,3
2944,stupidest,2
2945,fellow,8
2946,—he,19
2947,moment—,2
2948,inspire,1
2949,inspiration,1
2950,piece,13
2951,table,22
2952,addressed,4
2953,collection,6
2954,expose,5
2955,deep,13
2956,pause,9
2957,harriet—,3
2958,tremor,1
2959,loth,1
2960,examine,2
2961,miss——,1
2962,displays,2
2963,pomp,2
2964,kings,3
2965,lords,2
2966,earth,5
2967,luxury,4
2968,ease,19
2969,behold,3
2970,monarch,3
2971,seas,3
2972,reverse,3
2973,freedom,2
2974,flown,2
2975,lord,6
2976,sea,11
2977,bends,2
2978,slave,2
2979,reigns,3
2980,thy,2
2981,supply,9
2982,approval,2
2983,beam,2
2984,pondered,3
2985,caught,22
2986,passing,19
2987,puzzling,1
2988,confusion,14
2989,dulness,3
2990,courtship—a,1
2991,plainly—,1
2992,addresses,2
2993,approve,5
2994,eye—of,1
2995,epithets,1
2996,justest,1
2997,humph—harriet,1
2998,benefit,5
2999,convince,9
3000,crisis,4
3001,observations,7
3002,length,6
3003,eagerness,9
3004,idea—i,1
3005,kingdom,4
3006,was—and,3
3007,neptune,1
3008,trident,1
3009,mermaid,2
3010,shark,3
3011,syllable,10
3012,mermaids,1
3013,sharks,1
3014,listen,18
3015,———,2
3016,court,2
3017,ship,1
3018,—plain,1
3019,be.—now,1
3020,cream,1
3021,courtship,2
3022,follows,1
3023,resist,5
3024,concluding,4
3025,pointed,5
3026,object—and,1
3027,receive,10
3028,completest,1
3029,clear,11
3030,eligibility,1
3031,congratulate,5
3032,want—consideration,1
3033,home—it,1
3034,confirm,1
3035,alliance,7
3036,embraces,1
3037,articulate,1
3038,arrive,5
3039,acknowledgment,5
3040,verses—,1
3041,—could,2
3042,prologue,1
3043,play,18
3044,motto,1
3045,matter-of-fact,1
3046,prose,3
3047,month,12
3048,strangest,1
3049,smiths,1
3050,eltons,22
3051,acquainted—they,1
3052,indeed—and,1
3053,desirable—what,1
3054,courts,1
3055,pre-arrangement,1
3056,respective,1
3057,homes,3
3058,sends,3
3059,channel,1
3060,smooth—,1
3061,edition,1
3062,shakespeare,1
3063,passage,13
3064,—me,1
3065,michaelmas,1
3066,handsomest,3
3067,invitations,6
3068,texts,1
3069,preached,1
3070,abbots,1
3071,ran,9
3072,front,6
3073,peeped,1
3074,scolded,2
3075,staid,8
3076,arm-in-arm,1
3077,cole,60
3078,whoever—whatever,1
3079,provided,5
3080,conduct,25
3081,fools,2
3082,—if,7
3083,phrase,4
3084,rise,4
3085,satisfy,10
3086,nicely,5
3087,studied,2
3088,twelvemonth,3
3089,declining,4
3090,exception,5
3091,intent,3
3092,comparisons,1
3093,presently—her,1
3094,cheeks,4
3095,glow—,1
3096,verses,1
3097,rejection,1
3098,—oh,14
3099,committed.—your,1
3100,beaming,1
3101,—for,12
3102,private,12
3103,divide,2
3104,couplet,1
3105,appropriation,1
3106,ceases,2
3107,poet,2
3108,capacities,1
3109,submitted,6
3110,parts,2
3111,publicity,1
3112,lasts,2
3113,pays,4
3114,tenderest,2
3115,refine,2
3116,charade.—you,1
3117,betray,5
3118,improperly,2
3119,affix,1
3120,affixed,1
3121,overpowered,4
3122,tribute,2
3123,secrecy,3
3124,pushed,4
3125,proceed,12
3126,souls,1
3127,ridiculous,5
3128,recurrence,2
3129,inquiry,12
3130,dears,2
3131,—have,1
3132,morning—,1
3133,fairy,2
3134,—containing,1
3135,slowly,4
3136,distinctly,7
3137,explanations,3
3138,proceeded—and,1
3139,complimentary,2
3140,conclusion,8
3141,aye,13
3142,it.—nobody,1
3143,nodded,1
3144,smiled.—after,1
3145,stanza,1
3146,kindled,1
3147,flame,1
3148,deplore,2
3149,hood-wink,1
3150,aid,2
3151,near,44
3152,approach,6
3153,fatal,1
3154,page,2
3155,garrick,1
3156,true.—i,1
3157,christened,1
3158,catherine,1
3159,grandmama,13
3160,her—and,11
3161,yes—she,1
3162,nursery,2
3163,—just,2
3164,dear—but,1
3165,easter,1
3166,days.—mr,1
3167,lawyer,3
3168,inconvenient.—poor,1
3169,sadly,3
3170,time.—but—,1
3171,longer—but,1
3172,necessity,10
3173,28th,1
3174,thankful,5
3175,promises,4
3176,christmas—though,1
3177,musing,3
3178,papa—that,1
3179,accomplish,2
3180,unwelcome,5
3181,submissive,2
3182,affected,7
3183,branch,2
3184,eldest,8
3185,chair,11
3186,grandpapa,3
3187,string,3
3188,knife,1
3189,knives,1
3190,grandpapas,1
3191,rough,3
3192,papas,1
3193,boys,13
3194,hardy,1
3195,misbehave,1
3196,sharp,2
3197,father—certainly,1
3198,tosses,1
3199,ceiling,1
3200,frightful,2
3201,whichever,1
3202,preparation,7
3203,o,8
3204,clock,9
3205,hero,2
3206,discerned,3
3207,push—of,1
3208,die,5
3209,ostensible,3
3210,dining,6
3211,him—had,1
3212,promised,17
3213,conditionally,1
3214,thanked,7
3215,disappointing,2
3216,rubber,1
3217,re-urged—she,1
3218,re-declined,1
3219,bow,3
3220,amiss,6
3221,doubtingly—rather,1
3222,—glanced,1
3223,examined,2
3224,smilingly,1
3225,writes,10
3226,hesitating,3
3227,saying—at,1
3228,do—i,1
3229,effusion,2
3230,honoured,4
3231,replacing,1
3232,proudest,1
3233,parade,6
3234,speeches,4
3235,apt,7
3236,incline,2
3237,laugh,16
3238,indulge,7
3239,sublime,1
3240,x,3
3241,charitable,4
3242,detached,1
3243,cottage,6
3244,leading,8
3245,angles,1
3246,broad,7
3247,irregular,2
3248,main,2
3249,street,7
3250,abode,1
3251,dwellings,1
3252,rose,8
3253,smartened,1
3254,proprietor,2
3255,slackened,1
3256,observing,6
3257,eyes.—emma,1
3258,remark,6
3259,riddle-book,1
3260,—harriet,3
3261,yellow,3
3262,curtains,1
3263,admires,1
3264,intimately,1
3265,hedges,2
3266,gates,5
3267,pools,1
3268,pollards,1
3269,inside,1
3270,exteriors,1
3271,probabilities,2
3272,class,5
3273,contrive,4
3274,pretence,9
3275,—no,14
3276,housekeeper—no,1
3277,message,9
3278,again—,2
3279,induce,7
3280,charming—one,1
3281,—so,5
3282,tempted,10
3283,recollecting,4
3284,inducements,1
3285,fool,3
3286,formidable,3
3287,image,1
3288,silly—so,1
3289,satisfied—so,1
3290,smiling—so,1
3291,prosing—so,1
3292,undistinguishing,1
3293,unfastidious—and,1
3294,relative,5
3295,unmarried,1
3296,poverty,3
3297,celibacy,1
3298,narrow,4
3299,sport,2
3300,candour,5
3301,contract,1
3302,sour,1
3303,barely,5
3304,perforce,1
3305,illiberal,1
3306,apply,2
3307,contracted,1
3308,shilling,2
3309,sixpence,1
3310,resources,9
3311,one-and-twenty,4
3312,occupations,1
3313,variation,2
3314,carpet-work,1
3315,affections,11
3316,avoided,4
3317,sensation,7
